"country","period","periodstart","periodend","code","gdp_growth","gdp_pr_capita","economic_open","budget_balance","inflation","ethnic_frac","assasinations","aid","fast_growing_east_asia","sub_saharan_africa","central_america","policy","m2_gdp_lagged","institutional_quality"
"ARG",2,1970,1973,"ARG2",1.70029997825623,5637,0,-0.0211462993174791,0.34088608622551,0.310000002384186,2.75,0.0182389002293348,0,0,0,0.656556010246277,24.8247604370117,4.28125
"ARG",3,1974,1977,"ARG3",1.0776150226593,6168,0,-0.0691175013780594,0.989959478378296,0.310000002384186,9.75,0.0171555001288652,0,0,0,-0.57926481962204,28.7930393218994,4.28125
"ARG",4,1978,1981,"ARG4",-1.11528503894806,5849,0,-0.03395039960742,0.844831526279449,0.310000002384186,1,0.0239941999316216,0,0,0,-0.135645404458046,30.2345199584961,4.28125
"ARG",5,1982,1985,"ARG5",-2.55138492584229,5487,0,-0.0522027015686035,1.62283599376678,0.310000002384186,0,0.0299629997462034,0,0,0,-1.34829604625702,29.7397708892822,4.28125
"ARG",6,1986,1989,"ARG6",-1.09930598735809,5624,0,-0.0177263002842665,1.60718202590942,0.310000002384186,0.25,0.015727499499917,0,0,0,-1.09041905403137,20.3305492401123,4.28125
"ARG",7,1990,1993,"ARG7",4.25872993469238,4706,0.75,-0.00375910010188818,1.12661898136139,0.310000002384186,0,0.000755999993998557,0,0,0,1.29450404644012,21.7224006652832,4.28125
"BOL",2,1970,1973,"BOL2",1.29728996753693,1661,1,-0.0320682004094124,0.102781496942043,0.680000007152557,0.75,0.861913681030273,0,0,0,3.07128691673279,15.1625499725342,2.27083301544189
"BOL",3,1974,1977,"BOL3",2.96304893493652,1838,1,-0.0517788007855415,0.171517297625542,0.680000007152557,0,0.86658239364624,0,0,0,2.84027004241943,15.7812995910645,2.27083301544189
"BOL",4,1978,1981,"BOL4",-1.48528897762299,2015,0.5,-0.0633672028779984,0.236024603247643,0.680000007152557,0.25,1.1824049949646,0,0,0,1.59246003627777,15.854100227356,2.27083301544189
"BOL",5,1982,1985,"BOL5",-4.31500816345215,1864,0,-0.358082413673401,2.38207507133484,0.680000007152557,0,1.43947994709015,0,0,0,-4.50352191925049,19.0304698944092,2.27083301544189
"BOL",6,1986,1989,"BOL6",-0.647025525569916,1674,1,-0.00401279982179403,0.437778890132904,0.680000007152557,0,3.10754895210266,0,0,0,2.79497289657593,18.1973991394043,2.27083301544189
"BOL",7,1990,1993,"BOL7",1.94947397708893,1658,1,-0.0154793001711369,0.137008994817734,0.680000007152557,0.25,3.34197688102722,0,0,0,3.13698506355286,14.9057302474976,2.27083301544189
"BRA",2,1970,1973,"BRA2",8.58053207397461,2434,0,-0.00289919995702803,0.164498299360275,0.0700000002980232,0,0.0687521994113922,0,0,0,1.02806198596954,18.4395008087158,6.359375
"BRA",3,1974,1977,"BRA3",4.54061508178711,3458,0,-0.000659000012092292,0.302867710590363,0.0700000002980232,0,0.0290182996541262,0,0,0,0.849944412708282,19.1165199279785,6.359375
"BRA",4,1978,1981,"BRA4",1.21548998355865,3886,0,-0.0180590003728867,0.518563985824585,0.0700000002980232,0,0.0158463008701801,0,0,0,0.429279893636703,15.968469619751,6.359375
"BRA",5,1982,1985,"BRA5",0.346333891153336,3968,0,-0.0566755011677742,0.959788024425507,0.0700000002980232,0,0.0134886996820569,0,0,0,-0.451917290687561,13.2591400146484,6.359375
"BRA",6,1986,1989,"BRA6",1.67659199237823,4294,0,-0.141637802124023,1.69418895244598,0.0700000002980232,0.25,0.0085394000634551,0,0,0,-2.06023693084717,11.5992097854614,6.359375
"BRA",7,1990,1993,"BRA7",-2.04862904548645,4042,0.75,-0.0334565006196499,2.65509700775146,0.0700000002980232,1.5,0.0227111000567675,0,0,0,-1.04571294784546,33.7286109924316,6.359375
"BWA",2,1970,1973,"BWA2",13.8992099761963,823,0,-0.146614104509354,NA,0.509999990463257,0,10.3594999313354,0,1,0,NA,NA,7
"BWA",3,1974,1977,"BWA3",6.10659694671631,1362,0,-0.0266542006283998,0.115916900336742,0.509999990463257,0,6.02514600753784,0,1,0,0.933379411697388,NA,7
"BWA",4,1978,1981,"BWA4",8.78762245178223,1620,0.75,-0.000411999993957579,0.119362898170948,0.509999990463257,0,6.36137676239014,0,1,0,2.72564101219177,29.818359375,7
"BWA",5,1982,1985,"BWA5",6.41094207763672,1980,1,0.107223697006702,0.0913411006331444,0.509999990463257,0,4.56144094467163,0,1,0,4.04073476791382,30.254919052124,7
"BWA",6,1986,1989,"BWA6",7.24900102615356,2662,1,0.178574100136757,0.0946433991193771,0.509999990463257,0,4.44117021560669,0,1,0,4.52451181411743,27.9316101074219,7
"BWA",7,1990,1993,"BWA7",1.91459798812866,NA,1,0.117682203650475,0.12573529779911,0.509999990463257,0,3.36735796928406,0,1,0,4.06423807144165,31.5784206390381,7
"CHL",2,1970,1973,"CHL2",-0.467211008071899,3605,0,-0.0751589983701706,0.637968599796295,0.140000000596046,1,0.247530996799469,0,0,0,-0.128506794571877,14.2036695480347,6.32552099227905
"CHL",3,1974,1977,"CHL3",-1.16074597835541,3561,0.5,-0.0124784000217915,1.28661000728607,0.140000000596046,0.75,0.244445502758026,0,0,0,0.471989095211029,24.6872291564941,6.32552099227905
"CHL",4,1978,1981,"CHL4",5.48522186279297,3419,1,0.0317961014807224,0.276508510112762,0.140000000596046,0.75,0.127625003457069,0,0,0,3.26555395126343,16.9787292480469,6.32552099227905
"CHL",5,1982,1985,"CHL5",-1.69435703754425,3460,1,-0.0221590008586645,0.196183204650879,0.140000000596046,0.5,0.115679897367954,0,0,0,3.00853300094604,24.4495105743408,6.32552099227905
"CHL",6,1986,1989,"CHL6",5.36307716369629,3572,1,0.00278360000811517,0.163382604718208,0.140000000596046,0.5,0.0408912003040314,0,0,0,3.22512292861938,38.7390213012695,6.32552099227905
"CHL",7,1990,1993,"CHL7",5.00032377243042,4338,1,0.0161966998130083,0.172937095165253,0.140000000596046,2.25,0.158843398094177,0,0,0,3.30357694625854,39.1798210144043,6.32552099227905
"CIV",2,1970,1973,"CIV2",3.74962091445923,1615,0,NA,0.0456999987363815,0.860000014305115,0,1.36420404911041,0,1,0,NA,22.3478298187256,6.69940519332886
"CIV",3,1974,1977,"CIV3",4.36002492904663,1721,0,NA,0.156192302703857,0.860000014305115,0,0.975072622299194,0,1,0,NA,26.1568202972412,6.69940519332886
"CIV",4,1978,1981,"CIV4",-2.59032893180847,2237,0,-0.0974998027086258,0.12430589646101,0.860000014305115,0,0.845304727554321,0,1,0,0.436713010072708,30.9263801574707,6.69940519332886
"CIV",5,1982,1985,"CIV5",-4.2013840675354,1697,0,NA,0.0470964983105659,0.860000014305115,0,0.652548372745514,0,1,0,NA,29.1776504516602,6.69940519332886
"CIV",6,1986,1989,"CIV6",-4.06097221374512,1558,0,NA,0.0592500008642673,0.860000014305115,0,1.22244596481323,0,1,0,NA,27.6777400970459,6.69940519332886
"CIV",7,1990,1993,"CIV7",-4.59786891937256,1213,0,NA,0.0178657993674278,0.860000014305115,0,2.51758909225464,0,1,0,NA,30.2217807769775,6.69940519332886
"CMR",2,1970,1973,"CMR2",1.01583003997803,804,0,NA,0.0682279020547867,0.889999985694885,0,2.62649703025818,0,1,0,NA,15.8227100372314,5.65625
"CMR",3,1974,1977,"CMR3",4.22409009933472,902,0,-0.0159025993198156,0.12947690486908,0.889999985694885,0,2.51061105728149,0,1,0,0.98801600933075,16.4241104125977,5.65625
"CMR",4,1978,1981,"CMR4",11.107439994812,972,0,0.00103249994572252,0.09357850253582,0.889999985694885,0,2.03523302078247,0,1,0,1.15412604808807,20.4231700897217,5.65625
"CMR",5,1982,1985,"CMR5",1.37068498134613,1281,0,-0.0059047001414001,0.116927996277809,0.889999985694885,0,1.20252895355225,0,1,0,1.07399594783783,22.8528995513916,5.65625
"CMR",6,1986,1989,"CMR6",-4.19925689697266,1499,0,-0.0317941009998322,0.0495444014668465,0.889999985694885,0,1.42450499534607,0,1,0,0.990991115570068,22.8933200836182,5.65625
"CMR",7,1990,1993,"CMR7",-8.2937479019165,1226,0.25,-0.0393757000565529,-0.00530449999496341,0.889999985694885,0,2.20519995689392,0,1,0,1.55492901802063,19.7936096191406,5.65625
"COL",2,1970,1973,"COL2",4.28310680389404,2140,0,-0.018130699172616,0.116913601756096,0.0599999986588955,0,0.328338414430618,0,0,0,0.990329623222351,18.8444309234619,5.296875
"COL",3,1974,1977,"COL3",1.92041802406311,2511,0,0.000368500011973083,0.223407804965973,0.0599999986588955,0.75,0.134531304240227,0,0,0,0.968069076538086,19.739990234375,5.296875
"COL",4,1978,1981,"COL4",2.66715502738953,2797,0,-0.0122381998226047,0.215662702918053,0.0599999986588955,1.25,0.0837201029062271,0,0,0,0.89260458946228,19.634880065918,5.296875
"COL",5,1982,1985,"COL5",0.0419509001076221,2943,0,-0.0398621000349522,0.191228494048119,0.0599999986588955,0.5,0.0775604993104935,0,0,0,0.737679719924927,20.1506004333496,5.296875
"COL",6,1986,1989,"COL6",2.36197805404663,3046,1,-0.0119556998834014,0.214976400136948,0.0599999986588955,3.25,0.038840901106596,0,0,0,3.05209994316101,20.8976402282715,5.296875
"COL",7,1990,1993,"COL7",1.48538899421692,3300,1,0.0100431004539132,0.24105229973793,0.0599999986588955,5,0.0698741972446442,0,0,0,3.16622495651245,19.8329696655273,5.296875
"CRI",2,1970,1973,"CRI2",4.5980110168457,2904,0,-0.0326948016881943,0.0656106993556023,0.0700000002980232,0,0.515560388565063,0,0,1,0.962363600730896,21.0314807891846,5.47135400772095
"CRI",3,1974,1977,"CRI3",2.49448800086975,3329,0,-0.023471899330616,0.124561697244644,0.0700000002980232,0,0.323854088783264,0,0,1,0.943076610565186,24.3203201293945,5.47135400772095
"CRI",4,1978,1981,"CRI4",-0.636949717998505,3765,0,-0.0550660006701946,0.157019600272179,0.0700000002980232,0,0.45446041226387,0,0,1,0.681435585021973,30.0088806152344,5.47135400772095
"CRI",5,1982,1985,"CRI5",-1.93509995937347,3077,0,-0.0121713997796178,0.294480800628662,0.0700000002980232,0,2.03596496582031,0,0,1,0.782867312431335,44.4457702636719,5.47135400772095
"CRI",6,1986,1989,"CRI6",1.9597350358963,3273,1,-0.0237814001739025,0.152388200163841,0.0700000002980232,0,1.78990197181702,0,0,1,3.05865597724915,41.0504112243652,5.47135400772095
"CRI",7,1990,1993,"CRI7",2.60189008712769,3499,1,-0.00932160019874573,0.179287195205688,0.0700000002980232,0,0.998406529426575,0,0,1,3.1200270652771,39.7585296630859,5.47135400772095
"DOM",2,1970,1973,"DOM2",9.53581237792969,1536,0,-0.00722629996016622,0.073990099132061,0.0399999991059303,0.25,0.608813226222992,0,0,0,1.12498104572296,15.8343200683594,4.515625
"DOM",3,1974,1977,"DOM3",2.85812592506409,2079,0,0.000698200019542128,0.113647699356079,0.0399999991059303,0,0.321037113666534,0,0,0,1.12377905845642,20.3134498596191,4.515625
"DOM",4,1978,1981,"DOM4",1.74966597557068,2092,0,-0.0267623998224735,0.0873854979872704,0.0399999991059303,0,0.58282059431076,0,0,0,0.972528278827667,23.2013607025146,4.515625
"DOM",5,1982,1985,"DOM5",-1.29207694530487,2256,0,-0.0188871994614601,0.169475495815277,0.0399999991059303,0,1.03745400905609,0,0,0,0.911665618419647,19.7194805145264,4.515625
"DOM",6,1986,1989,"DOM6",3.5392119884491,2160,0,0.00130280002485961,0.245636805891991,0.0399999991059303,0,0.610945522785187,0,0,0,0.943386495113373,17.5772094726562,4.515625
"DOM",7,1990,1993,"DOM7",-0.413998007774353,2166,0,0.00789610017091036,0.248381495475769,0.0399999991059303,0,0.44054439663887,0,0,0,0.984680414199829,23.4162902832031,4.515625
"DZA",2,1970,1973,"DZA2",2.38626503944397,1826,0,-0.0683365017175674,0.0464125983417034,0.430000007152557,0,1.03228604793549,0,0,0,0.745236814022064,49.102668762207,4.36458301544189
"DZA",3,1974,1977,"DZA3",3.2366840839386,2256,0,0.0366048999130726,0.0820932984352112,0.430000007152557,0,0.500887095928192,0,0,0,1.41367602348328,61.4624710083008,4.36458301544189
"DZA",4,1978,1981,"DZA4",1.81937694549561,2591,0,NA,0.124159999191761,0.430000007152557,0,0.299742311239243,0,0,0,NA,54.900951385498,4.36458301544189
"DZA",5,1982,1985,"DZA5",2.61913704872131,2823,0,NA,0.0747431963682175,0.430000007152557,0,0.146672502160072,0,0,0,NA,60.2667694091797,4.36458301544189
"DZA",6,1986,1989,"DZA6",-1.84669196605682,2970,0,NA,0.083703801035881,0.430000007152557,0,0.179637998342514,0,0,0,NA,71.9968032836914,4.36458301544189
"DZA",7,1990,1993,"DZA7",-3.07647109031677,2777,0,NA,0.211474701762199,0.430000007152557,1.25,0.230066999793053,0,0,0,NA,82.3064422607422,4.36458301544189
"ECU",2,1970,1973,"ECU2",10.3143301010132,1789,1,-0.0261141005903482,0.0821816027164459,0.529999971389771,0,0.364041388034821,0,0,0,3.1408429145813,18.9715309143066,5.41666698455811
"ECU",3,1974,1977,"ECU3",3.67333507537842,2498,1,-0.0137123996391892,0.144068598747253,0.529999971389771,0,0.266855001449585,0,0,0,3.13920998573303,22.6913604736328,5.41666698455811
"ECU",4,1978,1981,"ECU4",2.32640600204468,3077,1,-0.0202070996165276,0.120583198964596,0.529999971389771,0,0.186130806803703,0,0,0,3.12758898735046,22.6433792114258,5.41666698455811
"ECU",5,1982,1985,"ECU5",-0.880430221557617,3193,0.25,-0.0145201003178954,0.266029685735703,0.529999971389771,0,0.296856611967087,0,0,0,1.34571802616119,22.7573394775391,5.41666698455811
"ECU",6,1986,1989,"ECU6",-0.72273588180542,2885,0,-0.00686040008440614,0.371977597475052,0.529999971389771,0,0.371512889862061,0,0,0,0.710874497890472,22.4501895904541,5.41666698455811
"ECU",7,1990,1993,"ECU7",1.05712401866913,2755,0.75,0.0192310009151697,0.399850308895111,0.529999971389771,0,0.454348891973495,0,0,0,2.46795296669006,20.3195991516113,5.41666698455811
"EGY",2,1970,1973,"EGY2",2.36660289764404,1163,0,NA,0.0346308015286922,0.0399999991059303,0,1.66445994377136,0,0,0,NA,36.8172492980957,4.34895801544189
"EGY",3,1974,1977,"EGY3",7.86319303512573,1175,0,-0.181568905711174,0.101467102766037,0.0399999991059303,0.25,4.06619501113892,0,0,0,-0.106809802353382,36.9916496276855,4.34895801544189
"EGY",4,1978,1981,"EGY4",5.01288080215454,1465,0,-0.115025997161865,0.121367998421192,0.0399999991059303,0,1.83434903621674,0,0,0,0.320853501558304,49.0346908569336,4.34895801544189
"EGY",5,1982,1985,"EGY5",5.51041316986084,1732,0,-0.121730998158455,0.139731302857399,0.0399999991059303,0,1.72365605831146,0,0,0,0.249284103512764,63.557258605957,4.34895801544189
"EGY",6,1986,1989,"EGY6",1.08248996734619,1927,0,-0.0821191966533661,0.187305703759193,0.0399999991059303,0,1.38688099384308,0,0,0,0.453914314508438,83.637077331543,4.34895801544189
"EGY",7,1990,1993,"EGY7",-0.646412193775177,1912,0,-0.0252222996205091,0.144279301166534,0.0399999991059303,1.25,2.9465799331665,0,0,0,0.903528094291687,86.5801467895508,4.34895801544189
"ETH",2,1970,1973,"ETH2",NA,296,0,NA,0.0311018992215395,0.689999997615814,0,1.06287801265717,0,1,0,NA,13.8441295623779,4.41666698455811
"ETH",3,1974,1977,"ETH3",NA,300,0,NA,0.137749195098877,0.689999997615814,2.25,1.61195504665375,0,1,0,NA,15.9286499023438,4.41666698455811
"ETH",4,1978,1981,"ETH4",NA,315,0,-0.0311715994030237,0.0964566990733147,0.689999997615814,0.75,1.84692800045013,0,1,0,0.92966502904892,22.6310195922852,4.41666698455811
"ETH",5,1982,1985,"ETH5",-12.2038602828979,322,0,-0.0664865970611572,0.0764421001076698,0.689999997615814,0,3.16789698600769,0,1,0,0.715915620326996,26.4534091949463,4.41666698455811
"ETH",6,1986,1989,"ETH6",2.73131704330444,312,0,-0.0524859987199306,0.00396399991586804,0.689999997615814,0,4.32281494140625,0,1,0,0.913080096244812,26.8090896606445,4.41666698455811
"ETH",7,1990,1993,"ETH7",-0.803187072277069,NA,0,-0.0849320963025093,0.122649297118187,0.689999997615814,0,5.31837892532349,0,1,0,0.525055110454559,32.6055183410645,4.41666698455811
"GAB",2,1970,1973,"GAB2",6.02827405929565,3704,0,-0.109435096383095,0.0424549989402294,0.689999997615814,0,3.39340209960938,0,1,0,0.469449698925018,15.269700050354,5.37552118301392
"GAB",3,1974,1977,"GAB3",12.2700395584106,5030,0,-0.113801099359989,0.169464007019997,0.689999997615814,0,1.34254205226898,0,1,0,0.261995702981949,16.3368301391602,5.37552118301392
"GAB",4,1978,1981,"GAB4",-9.5358829498291,5408,0,0.0211070999503136,0.0946497991681099,0.689999997615814,0,1.22037303447723,0,1,0,1.29003894329071,16.3132190704346,5.37552118301392
"GAB",5,1982,1985,"GAB5",-0.04052459821105,4226,0,0.00489259976893663,0.0959013998508453,0.689999997615814,0,1.84349405765533,0,1,0,1.17730104923248,18.4828491210938,5.37552118301392
"GAB",6,1986,1989,"GAB6",-1.9001590013504,4030,0,-0.0476933009922504,0.00620759977027774,0.689999997615814,0,1.78068196773529,0,1,0,0.942749202251434,18.3131904602051,5.37552118301392
"GAB",7,1990,1993,"GAB7",0.742064118385315,3958,0,0.00889869965612888,-0.00422520004212856,0.689999997615814,0,1.87100005149841,0,1,0,1.34470796585083,21.0634593963623,5.37552118301392
"GHA",2,1970,1973,"GHA2",1.12834203243256,1059,0,-0.0419979989528656,0.0949717015028,0.709999978542328,0,1.06750404834747,0,1,0,0.857634484767914,20.5291805267334,3.69531297683716
"GHA",3,1974,1977,"GHA3",-4.45485496520996,1091,0,-0.081378698348999,0.411266803741455,0.709999978542328,0,0.982876718044281,0,1,0,0.145867094397545,21.0657596588135,3.69531297683716
"GHA",4,1978,1981,"GHA4",-0.895440280437469,1027,0,-0.0652898997068405,0.540416181087494,0.709999978542328,0,1.3009330034256,0,1,0,0.0754337012767792,26.0502490997314,3.69531297683716
"GHA",5,1982,1985,"GHA5",-3.05250000953674,795,0.25,-0.0307192001491785,0.35871759057045,0.709999978542328,0,1.5616250038147,0,1,0,1.10525000095367,20.1635608673096,3.69531297683716
"GHA",6,1986,1989,"GHA6",1.79082703590393,807,1,0.0042535001412034,0.263127207756042,0.709999978542328,0,3.66042304039001,0,1,0,3.09573292732239,13.4754199981689,3.69531297683716
"GHA",7,1990,1993,"GHA7",1.03613996505737,902,1,-0.013965199701488,0.200281098484993,0.709999978542328,0,2.94980788230896,0,1,0,3.05889010429382,14.8458003997803,3.69531297683716
"GMB",2,1970,1973,"GMB2",-0.189743101596832,722,0,-0.0139498002827168,0.040089201182127,0.730000019073486,0,2.14643692970276,0,1,0,1.12635397911072,21.7936496734619,5.625
"GMB",3,1974,1977,"GMB3",3.86112999916077,881,0,-0.0356722995638847,0.148224398493767,0.730000019073486,0,3.22448301315308,0,1,0,0.826482176780701,26.853120803833,5.625
"GMB",4,1978,1981,"GMB4",-0.70281982421875,1179,0,-0.0859512016177177,0.0670244991779327,0.730000019073486,0,7.09853506088257,0,1,0,0.595847010612488,22.6878395080566,5.625
"GMB",5,1982,1985,"GMB5",0.490754097700119,872,0,-0.0641409009695053,0.143004193902016,0.730000019073486,0,7.8964672088623,0,1,0,0.638912498950958,22.6333599090576,5.625
"GTM",2,1970,1973,"GTM2",3.39248609542847,2028,0,-0.0144600002095103,0.0382864996790886,0.639999985694885,3.25,0.298746287822723,0,0,1,1.12538301944733,17.5464305877686,2.84114599227905
"GTM",3,1974,1977,"GTM3",2.92388296127319,2260,0,-0.0114654004573822,0.123599998652935,0.639999985694885,0.25,0.325865209102631,0,0,1,1.02660501003265,20.6554794311523,2.84114599227905
"GTM",4,1978,1981,"GTM4",0.674656987190247,2576,0,-0.0351046994328499,0.0995251014828682,0.639999985694885,11.5,0.334625691175461,0,0,1,0.898453116416931,22.5499897003174,2.84114599227905
"GTM",5,1982,1985,"GTM5",-4.39112091064453,2349,0,-0.031062500551343,0.0630685985088348,0.639999985694885,1.75,0.394842088222504,0,0,1,0.977091312408447,22.337329864502,2.84114599227905
"GTM",6,1986,1989,"GTM6",-0.0557810999453068,2037,0.5,-0.0174518991261721,0.160302802920341,0.639999985694885,0,0.890890181064606,0,0,1,2.01261496543884,25.7090396881104,2.84114599227905
"GTM",7,1990,1993,"GTM7",0.910740911960602,2127,1,-0.00396829983219504,0.209758505225182,0.639999985694885,4.75,0.721208810806274,0,0,1,3.11406803131104,24.2006492614746,2.84114599227905
"GUY",2,1970,1973,"GUY2",0.796329498291016,1816,0,-0.0829138979315758,0.0410437993705273,0.579999983310699,0,1.33410501480103,0,0,0,0.65296071767807,29.2486896514893,2.84114599227905
"GUY",3,1974,1977,"GUY3",2.9822781085968,1935,0,-0.120679497718811,0.100554302334785,0.579999983310699,0,1.0465270280838,0,0,0,0.311254501342773,35.0896911621094,2.84114599227905
"GUY",4,1978,1981,"GUY4",-0.942971885204315,1873,0,-0.234374895691872,0.159162893891335,0.579999983310699,1,2.93411111831665,0,0,0,-0.548930525779724,40.2244186401367,2.84114599227905
